time	Ix(U1:TE)/V(vin)
1.280728859999990e-01	1.140590e-02
1.294373159999943e-01	1.140579e-02
1.310000000000000e-01	1.140568e-02
1.310979596000013e-01	6.858455e-03
1.312938788000040e-01	2.426028e-03
1.316081615999947e-01	4.449197e-04
1.320000000000000e-01	1.306552e-07
1.400000000000000e-01	0.000000e+00
1.400097576314873e-01	4.042980e-07
1.400292728944618e-01	1.922880e-06
1.400609694740508e-01	1.164794e-05
1.401000000000000e-01	2.600261e-05
1.411000000000000e-01	2.600230e-05
1.411100000000000e-01	1.883168e-05
1.411300000000000e-01	9.809555e-06
1.411600000000000e-01	3.819950e-06
1.412000000000000e-01	1.306554e-07
1.420000000000000e-01	0.000000e+00
1.420292000000000e-01	1.987536e-07
1.420876000000001e-01	8.226126e-07
1.422044000000001e-01	1.814712e-05
1.424380000000003e-01	8.695389e-05
1.425327999999997e-01	3.135051e-04
1.427223999999984e-01	3.739607e-03
1.430000000000000e-01	1.140606e-02
1.435036457142886e-01	1.140602e-02
1.440072914285772e-01	1.140598e-02
1.445109371428658e-01	1.140594e-02
1.450145828571544e-01	1.140590e-02
1.455182285714431e-01	1.140586e-02
1.460218742857317e-01	1.140583e-02
1.465255200000203e-01	1.140579e-02
1.504467199999796e-01	1.140552e-02
1.518934399999591e-01	1.140542e-02
1.530000000000000e-01	1.140535e-02
1.531000000000000e-01	6.817078e-03
1.533000000000000e-01	2.328971e-03
1.536000000000000e-01	4.216801e-04
1.540000000000000e-01	0.000000e+00
1.620000000000000e-01	0.000000e+00
1.620100000000000e-01	4.200286e-07
1.620300000000000e-01	1.868183e-06
1.620600000000000e-01	1.128752e-05
1.621000000000000e-01	2.600512e-05
1.631000000000000e-01	2.600482e-05
1.631092000000000e-01	1.918668e-05
1.631276000000001e-01	1.095856e-05
1.631644000000002e-01	4.088973e-06
1.632000000000000e-01	1.306552e-07
1.640000000000000e-01	0.000000e+00
1.640347880000003e-01	2.368627e-07
1.641043640000008e-01	1.459166e-06
1.642435160000018e-01	4.750144e-05
1.645218200000038e-01	4.085226e-03
1.650000000000000e-01	1.140572e-02
1.654303619999966e-01	1.140569e-02
1.658607239999932e-01	1.140566e-02
1.662910859999898e-01	1.140563e-02
1.667214479999864e-01	1.140560e-02
1.671518099999830e-01	1.140557e-02
1.675821719999796e-01	1.140554e-02
1.680125339999762e-01	1.140551e-02
1.710728859999520e-01	1.140531e-02
1.720728859999520e-01	1.140525e-02
1.731457719999040e-01	1.140518e-02
1.750000000000000e-01	1.140507e-02
1.750979596000672e-01	6.858090e-03
1.752938788002017e-01	2.425899e-03
1.756081615997311e-01	4.448960e-04
1.760000000000000e-01	0.000000e+00
1.840000000000000e-01	0.000000e+00
1.840097576060422e-01	4.043145e-07
1.840292728181265e-01	1.923098e-06
1.840609695758314e-01	1.164991e-05
1.841000000000000e-01	2.600719e-05
1.851000000000000e-01	2.600688e-05
1.851100000000000e-01	1.883487e-05
1.851300000000000e-01	9.811064e-06
1.851600000000000e-01	3.820439e-06
1.852000000000000e-01	1.306551e-07
1.860000000000000e-01	0.000000e+00
1.860292000000000e-01	1.987497e-07
1.860876000000000e-01	8.225754e-07
1.862044000000001e-01	1.814616e-05
1.864380000000003e-01	8.694926e-05
1.865327999999997e-01	3.134883e-04
1.867223999999984e-01	3.739408e-03
1.870000000000000e-01	1.140545e-02
1.882704914285656e-01	1.140537e-02
1.895409828571312e-01	1.140529e-02
1.908114742856968e-01	1.140521e-02
1.920819657142623e-01	1.140513e-02
1.933524571428279e-01	1.140506e-02
1.946229485713935e-01	1.140499e-02
1.958934399999591e-01	1.140491e-02
1.970000000000000e-01	1.140485e-02
1.971000000000000e-01	6.816782e-03
1.973000000000000e-01	2.328870e-03
1.976000000000000e-01	4.216618e-04
1.980000000000000e-01	0.000000e+00
2.060000000000000e-01	0.000000e+00
2.060100000000000e-01	4.200445e-07
2.060300000000000e-01	1.868348e-06
2.060600000000000e-01	1.128904e-05
2.061000000000000e-01	2.600885e-05
2.071000000000000e-01	2.600855e-05
2.071092000000000e-01	1.918932e-05
2.071276000000001e-01	1.095995e-05
2.071644000000001e-01	4.089414e-06
2.072000000000000e-01	1.306550e-07
2.080000000000000e-01	0.000000e+00
2.080347880000002e-01	2.368578e-07
2.081043640000006e-01	1.459108e-06
